Start	Stop	Orientation	Length	LocusID	Class	Product	Note	SignalPeptide
1531134	1532057	-	924	Amuc_1270	CDS	hypothetical protein	KEGG: vvy:VV2247 hypothetical protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.998) with cleavage site probability 0.997 at residue 25
1532401	1532946	+	546	Amuc_1271	CDS	GCN5-related N-acetyltransferase	PFAM: GCN5-related N-acetyltransferase; KEGG: cpf:CPF_0905 acetyltransferase, GNAT family	-
1533171	1534007	-	837	Amuc_1272	CDS	hypothetical protein	-	-
1534131	1534982	-	852	Amuc_1273	CDS	hypothetical protein	-	-
1535136	1536047	-	912	Amuc_1274	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.642) with cleavage site probability 0.638 at residue 22
1536062	1537108	-	1047	Amuc_1275	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.951) with cleavage site probability 0.951 at residue 45
1537129	1538814	-	1686	Amuc_1276	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.976 at residue 26
1538996	1539667	-	672	Amuc_1277	CDS	TatD-related deoxyribonuclease	PFAM: TatD-related deoxyribonuclease; KEGG: osa:4336745 hypothetical protein	-
1539674	1541401	-	1728	Amuc_1278	CDS	sodium/hydrogen exchanger	PFAM: TrkA-N domain protein; sodium/hydrogen exchanger; KEGG: lip:LI0773 Kef-type K+ transport systems, membrane components	-
1541420	1542271	-	852	Amuc_1279	CDS	metallophosphoesterase	PFAM: metallophosphoesterase; KEGG: ecd:ECDH10B_0144 predicted phosphatase	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.995) with cleavage site probability 0.950 at residue 32
1542268	1543377	-	1110	Amuc_1280	CDS	aminopeptidase	KEGG: amt:Amet_1085 aminopeptidase	-
1543459	1544046	+	588	Amuc_1281	CDS	phosphoribosylglycinamide formyltransferase	TIGRFAM: phosphoribosylglycinamide formyltransferase; PFAM: formyl transferase domain protein; KEGG: chy:CHY_1077 phosphoribosylglycinamide formyltransferase	-
1544185	1545018	+	834	Amuc_1282	CDS	peptidylprolyl isomerase FKBP-type	PFAM: FKBP-type peptidyl-prolyl isomerase domain protein; peptidylprolyl isomerase FKBP-type; KEGG: pmy:Pmen_1314 peptidylprolyl isomerase, FKBP-type	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.984 at residue 23
1545326	1554373	+	9048	Amuc_1283	CDS	outer membrane autotransporter barrel domain protein	TIGRFAM: outer membrane autotransporter barrel domain protein; autotransporter-associated beta strand repeat protein; PFAM: Autotransporter beta- domain protein; KEGG: bch:Bcen2424_6767 outer membrane autotransporter barrel domain	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.899 at residue 30
1554499	1554687	+	189	Amuc_1284	CDS	hypothetical protein	-	-
1554802	1557360	+	2559	Amuc_1285	CDS	DNA gyrase, B subunit	KEGG: sat:SYN_02049 DNA gyrase subunit B; TIGRFAM: DNA gyrase, B subunit; PFAM: DNA gyrase subunit B domain protein; ATP-binding region ATPase domain protein; TOPRIM domain protein; DNA topoisomerase type IIA subunit B region 2 domain protein; SMART: DNA topoisomerase II	-
1557384	1560005	+	2622	Amuc_1286	CDS	DNA gyrase, A subunit	KEGG: cac:CAC0007 DNA gyrase subunit A; TIGRFAM: DNA gyrase, A subunit; PFAM: DNA gyrase/topoisomerase IV subunit A; DNA gyrase repeat beta-propeller	-
1560065	1560697	+	633	Amuc_1287	CDS	protein of unknown function DUF1121	PFAM: protein of unknown function DUF1121; KEGG: dde:Dde_2335 hypothetical protein	-
1560701	1561972	+	1272	Amuc_1288	CDS	peptidase U32	PFAM: peptidase U32; KEGG: fjo:Fjoh_0903 peptidase U32	-
1562099	1562266	-	168	Amuc_1289	pseduogene	pseduogene	-	-
1562485	1565967	+	3483	Amuc_1290	CDS	protein of unknown function DUF323	PFAM: protein of unknown function DUF323; KEGG: pdi:BDI_0626 hypothetical protein	-
1565982	1567844	+	1863	Amuc_1291	CDS	putative surface layer protein, with cytochrome c domain	KEGG: pdi:BDI_0623 putative surface layer protein, with cytochrome c domain	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.870 at residue 30
1567859	1568986	+	1128	Amuc_1292	CDS	Endoribonuclease L-PSP	PFAM: Endoribonuclease L-PSP; KEGG: pdi:BDI_2599 putative translation initiation inhibitor	-
1569066	1569449	+	384	Amuc_1293	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.999) with cleavage site probability 0.998 at residue 28
1569682	1571322	-	1641	Amuc_1294	CDS	Sulfite reductase (NADPH)	PFAM: nitrite/sulfite reductase hemoprotein beta-component ferrodoxin domain protein; nitrite and sulphite reductase 4Fe-4S region; KEGG: oih:OB1654 sulfite (NADPH) reductase iron-sulfur protein	-
1571338	1572117	-	780	Amuc_1295	CDS	binding-protein-dependent transport systems inner membrane component	PFAM: binding-protein-dependent transport systems inner membrane component; KEGG: pcu:pc0015 putative integral membrane components of the ABC transporters	-
1572102	1572899	-	798	Amuc_1296	CDS	ABC transporter related	PFAM: ABC transporter related; SMART: AAA ATPase; KEGG: pcu:pc0014 probable ATP-binding component of ABC transporters	-
1572892	1573965	-	1074	Amuc_1297	CDS	putative substrate-binding protein of aliphatic sulfonate ABC transporter	KEGG: pcu:pc0013 putative substrate-binding protein of aliphatic sulfonate ABC transporter	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.742) with cleavage site probability 0.508 at residue 46
1573952	1575679	-	1728	Amuc_1298	CDS	sulfate adenylyltransferase, large subunit	KEGG: mca:MCA2628 bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein; TIGRFAM: sulfate adenylyltransferase, large subunit; PFAM: protein synthesis factor GTP-binding; elongation factor Tu domain 2 protein	-
1575725	1576636	-	912	Amuc_1299	CDS	sulfate adenylyltransferase, small subunit	TIGRFAM: sulfate adenylyltransferase, small subunit; PFAM: phosphoadenosine phosphosulfate reductase; KEGG: pvi:Cvib_0630 sulfate adenylyltransferase subunit 2	-
1576655	1577338	-	684	Amuc_1300	CDS	adenylylsulfate reductase, thioredoxin dependent	KEGG: eba:ebA2623 phosphoadenosine phosphosulfate reductase; TIGRFAM: adenylylsulfate reductase, thioredoxin dependent; PFAM: phosphoadenosine phosphosulfate reductase	-
1577395	1578324	-	930	Amuc_1301	CDS	cysteine synthase A	TIGRFAM: cysteine synthase; cysteine synthase A; PFAM: Pyridoxal-5'-phosphate-dependent protein beta subunit; KEGG: cpy:Cphy_0011 cysteine synthase A	-
1578998	1579672	-	675	Amuc_1302	CDS	phosphate uptake regulator, PhoU	PFAM: PhoU family protein; KEGG: reh:H16_A2440 phosphate uptake regulator PhoU	-
1579698	1580477	-	780	Amuc_1303	CDS	phosphate ABC transporter, ATPase subunit	KEGG: psa:PST_4024 phosphate ABC transporter, ATP-binding protein; TIGRFAM: phosphate ABC transporter, ATPase subunit; PFAM: ABC transporter related; SMART: AAA ATPase	-
1580500	1582254	-	1755	Amuc_1304	CDS	phosphate ABC transporter, inner membrane subunit PstA	TIGRFAM: phosphate ABC transporter, inner membrane subunit PstA; PFAM: binding-protein-dependent transport systems inner membrane component; KEGG: hch:HCH_00752 phosphate ABC transporter, permease protein PtsA	-
1582292	1584646	-	2355	Amuc_1305	CDS	binding-protein-dependent transport systems inner membrane component	PFAM: binding-protein-dependent transport systems inner membrane component; KEGG: pca:Pcar_0656 ABC-type phosphate transport system, permease component	-
1584738	1585700	-	963	Amuc_1306	CDS	phosphate binding protein	TIGRFAM: phosphate binding protein; KEGG: ppd:Ppro_3157 phosphate binding protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.999) with cleavage site probability 0.514 at residue 21
1585903	1586685	+	783	Amuc_1307	CDS	phosphate ABC transporter, ATPase subunit	KEGG: pca:Pcar_0658 ATP-binding component of high-affinity phosphate-specific transport system; TIGRFAM: phosphate ABC transporter, ATPase subunit; PFAM: ABC transporter related; SMART: AAA ATPase	-
1586871	1587518	+	648	Amuc_1308	CDS	phosphate uptake regulator, PhoU	PFAM: PhoU family protein; KEGG: swi:Swit_3576 phosphate uptake regulator, PhoU	-
1587603	1588562	-	960	Amuc_1309	CDS	Aldose 1-epimerase	PFAM: Aldose 1-epimerase; KEGG: ssc:399536 galactose mutarotase	-
1588598	1589077	-	480	Amuc_1310	CDS	17 kDa surface antigen	PFAM: 17 kDa surface antigen; KEGG: psb:Psyr_3852 lipoprotein SlyB, putative	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.989) with cleavage site probability 0.729 at residue 26
1589223	1589465	-	243	Amuc_1311	CDS	hypothetical protein	KEGG: pfa:PF07_0086 hypothetical protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.966 at residue 21
1589705	1592227	+	2523	Amuc_1312	CDS	peptidase M16 domain protein	PFAM: peptidase M16 domain protein; KEGG: mxa:MXAN_1141 peptidase, M16 (pitrilysin) family	-
1592381	1593007	+	627	Amuc_1313	CDS	metal dependent phosphohydrolase	PFAM: metal-dependent phosphohydrolase HD sub domain; SMART: metal-dependent phosphohydrolase HD region; KEGG: cbh:CLC_0983 HD domain protein	-
1593140	1594075	-	936	Amuc_1314	CDS	Radical SAM domain protein	PFAM: Radical SAM domain protein; SMART: Elongator protein 3/MiaB/NifB; KEGG: tde:TDE1721 radical SAM domain protein	-
1594072	1594986	-	915	Amuc_1315	CDS	Domain of unknown function DUF1848	PFAM: Domain of unknown function DUF1848; KEGG: dsy:DSY1237 hypothetical protein	-
1594983	1595444	-	462	Amuc_1316	CDS	transcriptional regulator, MarR family	PFAM: regulatory protein MarR; KEGG: ssv:SSU98_1612 transcriptional regulator	-
1596195	1596515	-	321	Amuc_1317	CDS	protein of unknown function DUF583	PFAM: protein of unknown function DUF583; KEGG: sil:SPO2231 hypothetical protein	-
1596540	1597106	-	567	Amuc_1318	CDS	ribosome recycling factor	PFAM: ribosome recycling factor; KEGG: tte:TTE1406 ribosome recycling factor	-
1597158	1597883	-	726	Amuc_1319	CDS	uridylate kinase	TIGRFAM: uridylate kinase; PFAM: aspartate/glutamate/uridylate kinase; KEGG: cya:CYA_2421 uridylate kinase	-
1597950	1598852	-	903	Amuc_1320	CDS	MscS Mechanosensitive ion channel	PFAM: MscS Mechanosensitive ion channel; KEGG: sru:SRU_0808 transporter, small conductance mechanosensitive ion channel (MscS) family	-
1599129	1599752	-	624	Amuc_1321	CDS	alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	PFAM: alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen; Redoxin domain protein; KEGG: bfs:BF2360 putative thioredoxin peroxidase	-
1599887	1601596	+	1710	Amuc_1322	CDS	sodium:neurotransmitter symporter	PFAM: sodium:neurotransmitter symporter; KEGG: lic:LIC12018 sodium-dependent transporter	-
1601701	1603260	+	1560	Amuc_1323	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.941 at residue 39
1603275	1603499	+	225	Amuc_1324	CDS	translation initiation factor IF-1	KEGG: poy:PAM223 translation initiation factor IF-1	-
1603615	1604223	-	609	Amuc_1325	CDS	recombination protein RecR	KEGG: ade:Adeh_3635 recombination protein RecR; TIGRFAM: recombination protein RecR; PFAM: TOPRIM domain protein; Zinc finger C4-type, RecR; SMART: Toprim sub domain protein	-
1604216	1604665	-	450	Amuc_1326	CDS	hypothetical protein	-	-
1604753	1606000	-	1248	Amuc_1327	CDS	3-oxoacyl-(acyl-carrier-protein) synthase 2	TIGRFAM: 3-oxoacyl-[acyl-carrier-protein] synthase 2; PFAM: Beta-ketoacyl synthase; KEGG: ade:Adeh_2746 3-oxoacyl-[acyl-carrier-protein] synthase II	-
1606145	1606288	-	144	Amuc_1328	CDS	hypothetical protein	-	-
1606275	1606721	-	447	Amuc_1329	CDS	Methionine sulfoxide reductase B	PFAM: Methionine sulfoxide reductase B; KEGG: shn:Shewana3_2393 bifunctional methionine sulfoxide reductase B/A protein	-
1606901	1607980	-	1080	Amuc_1330	CDS	DNA-directed DNA polymerase	PFAM: UMUC domain protein DNA-repair protein; KEGG: bfr:BF1131 DNA damage-inducible protein	-
1608167	1609486	+	1320	Amuc_1331	CDS	major facilitator superfamily MFS_1	PFAM: major facilitator superfamily MFS_1; KEGG: mfa:Mfla_1799 major facilitator superfamily MFS_1	-
1609760	1609930	+	171	Amuc_1332	CDS	hypothetical protein	-	-
1610203	1611048	+	846	Amuc_1333	CDS	hypothetical protein	KEGG: ddi:DDBDRAFT_0188625 hypothetical protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.999) with cleavage site probability 0.976 at residue 18
1611606	1611884	+	279	Amuc_1334	CDS	hypothetical protein	-	-
1611881	1613281	+	1401	Amuc_1335	CDS	Bacteriophage capsid protein-like protein	KEGG: rsp:RSP_3783 putative bacteriophage-related protein, phage portal protein, lambda family	-
1613286	1614029	+	744	Amuc_1336	CDS	peptidase S49	PFAM: peptidase S49; KEGG: rsq:Rsph17025_1752 peptidase S49	-
1614054	1614443	+	390	Amuc_1337	CDS	hypothetical protein	-	-
1614484	1615320	+	837	Amuc_1338	CDS	hypothetical protein	-	-
1615399	1615698	+	300	Amuc_1339	CDS	hypothetical protein	-	-
1615700	1616446	+	747	Amuc_1340	CDS	hypothetical protein	-	-
1616443	1616778	+	336	Amuc_1341	CDS	hypothetical protein	-	-
1616999	1617937	+	939	Amuc_1342	CDS	hypothetical protein	KEGG: bfr:BF1754 putative alpha-1,2-mannosidase	-
1618027	1618593	+	567	Amuc_1343	CDS	hypothetical protein	-	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.528 at residue 22
1618648	1619166	+	519	Amuc_1344	CDS	hypothetical protein	-	-
1619235	1619609	+	375	Amuc_1345	CDS	hypothetical protein	-	-
1619620	1620003	+	384	Amuc_1346	CDS	hypothetical protein	-	-
1620033	1620170	+	138	Amuc_1347	CDS	hypothetical protein	-	-
1620167	1622287	+	2121	Amuc_1348	CDS	phage tape measure protein	TIGRFAM: phage tape measure protein; KEGG: tva:TVAG_110290 viral A-type inclusion protein, putative Pfam: XLF HSBP1 Baculo_PEP_C Ribosomal_LX EzrA Syntaxin Syntaxin-6_N TSC22 Rad50_zn_hook Spectrin Laminin_I Prefoldin THOC7 TBPIP Seryl_tRNA_N DUF593 DUF148 TACC PspA_IM30 Rab5-bind M Myosin_tail_1 Troponin Filament Tektin Tup_N Phage_GP20 GBP_C DUF827 MAP65_ASE1 Alpha-2-MRAP_C Fez1 BRE1 Prefoldin_2 FlgM Ribosomal_L30_N Laminin_II Microtub_assoc	-
1622289	1623068	+	780	Amuc_1349	CDS	hypothetical protein	-	-
1623065	1623904	+	840	Amuc_1350	CDS	hypothetical protein	-	-
1623897	1625270	+	1374	Amuc_1351	CDS	hypothetical protein	KEGG: spu:764463 hypothetical protein LOC764463	-
1625276	1626028	+	753	Amuc_1352	CDS	hypothetical protein	-	-
1626018	1626488	-	471	Amuc_1353	CDS	hypothetical protein	-	-
1626547	1627050	+	504	Amuc_1354	CDS	hypothetical protein	KEGG: wol:WD0264 hypothetical protein	-
1627047	1628744	+	1698	Amuc_1355	CDS	Bacteriophage tail assembly protein-like protein	KEGG: dsy:DSY2184 hypothetical protein	-
1628768	1630327	+	1560	Amuc_1356	CDS	hypothetical protein	KEGG: ypg:YpAngola_0096 putative phage tail protein	-
1630363	1630773	+	411	Amuc_1357	CDS	hypothetical protein	-	-
1630786	1631250	+	465	Amuc_1358	CDS	hypothetical protein	KEGG: blo:BL0276 ribonuclease HII	-
1631255	1631533	+	279	Amuc_1359	CDS	hypothetical protein	-	-
1631616	1632176	+	561	Amuc_1360	CDS	hypothetical protein	KEGG: nar:Saro_2985 protein of unknown function DUF847	-
1632243	1632686	-	444	Amuc_1361	CDS	transcriptional regulator, XRE family	PFAM: helix-turn-helix domain protein; protein of unknown function UPF0150; KEGG: mar:MAE_00390 hypothetical protein	-
1632716	1632925	-	210	Amuc_1362	CDS	conserved hypothetical protein	KEGG: dol:Dole_0442 hypothetical protein	-
1633146	1633742	-	597	Amuc_1363	CDS	hypothetical protein	-	-
1633843	1634412	-	570	Amuc_1364	CDS	hypothetical protein	-	-
1634688	1635446	-	759	Amuc_1365	CDS	hypothetical protein	-	-
1635562	1635774	+	213	Amuc_1366	CDS	hypothetical protein	-	-
1635927	1636721	+	795	Amuc_1367	CDS	prophage antirepressor	PFAM: BRO domain protein; phage antirepressor protein; KEGG: lre:Lreu_0803 prophage antirepressor	-
1636881	1637228	-	348	Amuc_1368	CDS	hypothetical protein	-	-
1637637	1638020	+	384	Amuc_1369	CDS	hypothetical protein	-	-
1638020	1638373	+	354	Amuc_1370	CDS	hypothetical protein	-	-
1638396	1638656	+	261	Amuc_1371	CDS	hypothetical protein	-	-
1638737	1639426	+	690	Amuc_1372	CDS	hypothetical protein	-	-
1639426	1639662	+	237	Amuc_1373	CDS	hypothetical protein	-	-
1639659	1639901	+	243	Amuc_1374	CDS	hypothetical protein	-	-
1639957	1640196	+	240	Amuc_1375	CDS	hypothetical protein	-	-
1640200	1641009	+	810	Amuc_1376	CDS	hypothetical protein	KEGG: cth:Cthe_2466 hypothetical protein	-
1641031	1642344	+	1314	Amuc_1377	CDS	DnaB domain protein helicase domain protein	PFAM: DnaB domain protein helicase domain protein; KEGG: dvl:Dvul_2027 replicative DNA helicase	-
1642372	1643622	-	1251	Amuc_1378	CDS	integrase family protein	PFAM: integrase family protein; KEGG: syd:Syncc9605_1378 site-specific recombinase XerD-like	-
1643775	1643849	-	75	Amuc_R0042	tRNA	tRNA-Arg	-	-
1644002	1645114	-	1113	Amuc_1379	CDS	ABC-2 type transporter	PFAM: ABC-2 type transporter; KEGG: rpc:RPC_3040 ABC-2	-
1645119	1646225	-	1107	Amuc_1380	CDS	ABC-2 type transporter	PFAM: ABC-2 type transporter; KEGG: rpc:RPC_3039 ABC-2	-
1646222	1647985	-	1764	Amuc_1381	CDS	ABC transporter related	PFAM: ABC transporter related; SMART: AAA ATPase; KEGG: sfu:Sfum_2391 ABC transporter related	-
1647982	1649004	-	1023	Amuc_1382	CDS	secretion protein HlyD family protein	PFAM: secretion protein HlyD family protein; KEGG: sfu:Sfum_2390 secretion protein HlyD family protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.998) with cleavage site probability 0.677 at residue 18
1649138	1651966	+	2829	Amuc_1383	CDS	alanyl-tRNA synthetase	KEGG: pvi:Cvib_1595 alanyl-tRNA synthetase; TIGRFAM: alanyl-tRNA synthetase; PFAM: alanyl-tRNA synthetase class IIc; phosphoesterase DHHA1; Threonyl/alanyl tRNA synthetase SAD	-
1651999	1652823	+	825	Amuc_1384	CDS	CDP-diacylglycerol/serineO-phosphatidyltransferase	TIGRFAM: CDP-diacylglycerol/serine O-phosphatidyltransferase; PFAM: CDP-alcohol phosphatidyltransferase; KEGG: pst:PSPTO_0984 CDP-diacylglycerol--serine O-phosphatidyltransferase	-
1653094	1653609	-	516	Amuc_1385	CDS	hypothetical protein	KEGG: cth:Cthe_0004 YD repeat containing protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 1.000) with cleavage site probability 0.975 at residue 21
1653674	1654513	+	840	Amuc_1386	CDS	dihydropteroate synthase	KEGG: sil:SPO1363 dihydropteroate synthase; TIGRFAM: dihydropteroate synthase; PFAM: dihydropteroate synthase DHPS	-
1654521	1657112	+	2592	Amuc_1387	CDS	hypothetical protein	KEGG: lpl:lp_1435 integral membrane protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.618) with cleavage site probability 0.314 at residue 22
1657289	1659046	+	1758	Amuc_1388	CDS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	KEGG: pdi:BDI_3173 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase; TIGRFAM: 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase; PFAM: IspG family protein	-
1659074	1659724	+	651	Amuc_1389	CDS	short-chain dehydrogenase/reductase SDR	PFAM: NAD-dependent epimerase/dehydratase; short-chain dehydrogenase/reductase SDR; KR domain protein; KEGG: dau:Daud_0642 3-oxoacyl-(acyl-carrier-protein) reductase	-
1660025	1661212	+	1188	Amuc_1390	CDS	conserved hypothetical protein	KEGG: san:gbs0344 hypothetical protein	-
1661268	1662551	-	1284	Amuc_1391	CDS	conserved hypothetical protein	KEGG: bfr:BF1715 hypothetical protein	Signal predicted by SignalP 3.0 HMM (Signal peptide probability 0.999) with cleavage site probability 0.999 at residue 23
